gsisname,height,weight,college,birthdate,yearspro,team
,77,195,Eastern Kentucky,3/18/1991,1,PIT
,76,231,Florida State,1/6/1994,0,TB
,74,190,Utah,7/20/1992,0,SF
J.Cesaire,74,295,Southern Connecticut State,8/30/1980,10,
S.Cooper,73,235,Maine,6/19/1979,9,
A.Gates,76,255,Kent State,6/18/1980,13,SD
K.Dielman,76,320,Indiana,2/3/1981,9,
J.Harris,75,242,Alabama,7/8/1989,1,
M.Gruder,74,230,Pittsburgh,3/15/1989,1,
A.Nissley,78,267,Central Florida,5/6/1988,2,
D.Zimmerman,74,205,Clemson,11/15/1989,1,
Ja.Rodgers,67,188,Oregon State,12/20/1988,1,
M.Jackson,73,195,Lamar,5/20/1989,1,
M.Markett,70,162,South Carolina,11/7/1989,1,
R.Council,73,255,Tennessee State,12/6/1988,1,
Q.Pratt,71,195,Rutgers,4/25/1991,1,
,70,190,Vanderbilt,1/5/1992,1,
,78,309,USC,6/17/1991,1,
,75,235,Florida,10/29/1991,2,PHI
D.Fluellen,71,224,Toledo,1/29/1992,0,
,71,196,Oklahoma State,3/23/1991,0,
F.Mays,81,291,Florida A&M,12/1/1990,0,
D.Hawkins,76,305,Texas,4/22/1992,2,
W.Keliikipi,74,303,Oregon,7/21/1991,1,
A.Jackson,77,299,Fresno State,10/18/1988,2,
B.Miller,74,248,Central Florida,8/6/1987,5,SF
A.Garay,76,320,Boston College,11/30/1979,8,
V.Green,77,255,Nevada,8/3/1988,5,DEN
L.Levingston,76,292,LSU,11/16/1987,3,
J.Williams,75,231,South Florida,7/20/1988,4,
D.Clark,75,252,Iowa,6/12/1979,11,
G.McElroy,74,225,Alabama,5/10/1988,3,
J.Rogers,71,181,Richmond,1/16/1988,4,
K.Lindsey,70,194,Southern Illinois,2/3/1989,1,
J.Stevens,79,260,Washington,11/13/1979,9,
C.Grant,75,285,Georgia,9/3/1978,9,
L.Sheppard,70,194,Florida,4/8/1981,10,
D.Graham,75,257,Colorado,11/16/1978,11,
A.Lelie,75,195,Hawaii,2/16/1980,8,
J.Walker,75,215,Florida State,10/14/1978,9,
P.Buchanon,71,190,Miami (Fla.),9/19/1980,10,
I.Burse,70,187,Fresno State,12/8/1991,2,
,76,250,West Texas A&M,8/13/1988,1,
,75,225,North Carolina,1/22/1990,1,
J.Gaines,75,240,Miami (Fla.),5/11/1993,1,
,72,206,Iowa State,8/3/1991,1,
,76,275,Duke,5/22/1990,2,DEN
,76,316,Oklahoma,2/16/1992,0,
,77,260,Purdue,12/27/1991,0,
K.Ladler,72,207,Vanderbilt,6/23/1992,2,
L.Smith,75,245,Rutgers,5/13/1980,7,
D.Grant,74,215,Tennessee,3/14/1979,12,
A.Toribio,73,315,Carson-Newman,3/1/1985,3,
L.Divens,75,340,Tennessee State,11/12/1985,4,
C.Young,70,240,San Diego State,7/29/1991,0,
K.Brown,74,303,UCLA,7/8/1985,2,
,77,265,Wake Forest,1/18/1991,1,
,78,340,Auburn,12/31/1990,0,
T.Stoudermire,70,199,Minnesota,7/1/1990,0,
R.Roundtree,73,180,Michigan,3/7/1989,0,
J.DiManche,73,244,Southern Illinois,9/22/1990,3,
,74,315,Indiana,12/1/1989,2,
C.Gronkowski,74,245,Arizona,12/26/1986,4,
W.Barker,79,310,Virginia,7/3/1987,3,
J.Aumavae,74,310,Minnesota State-Mankato,4/29/1986,1,
P.Costa,75,302,Maryland,7/11/1987,4,
B.Church,74,218,Toledo,2/11/1988,6,DAL
A.Parsons,76,301,USC,9/14/1987,2,
C.Moline,72,250,UCLA,7/23/1987,1,
D.Alvarado,72,205,South Florida,1/3/1989,1,
M.Tonga,71,260,Brigham Young,2/28/1984,3,
,76,275,Virginia,4/7/1991,0,
D.Holloway,74,234,Maryland,12/4/1983,3,
T.Castille,71,238,Alabama,5/29/1984,4,
J.Banks,77,296,Grambling State,5/8/1985,2,
F.Velasco,76,310,Georgia,2/22/1985,6,CAR
J.Drescher,73,235,Colorado,1/1/1988,6,NO
R.Little,69,195,Kentucky,9/23/1986,2,
J.Freeman,72,240,Mary Hardin-Baylor,5/1/1986,4,IND
M.Gibson,76,305,California,11/18/1985,6,
C.Harrington,77,260,Texas A&M;,1/19/1985,3,
C.Brennan,75,215,Hawaii,8/16/1983,2,
J.Sullivan,76,310,Notre Dame,8/8/1985,8,MIN
K.Moore,71,217,Nicholls State,8/13/1984,4,
N.Hayden,76,303,Wisconsin,2/4/1986,8,DAL
S.Larsen,74,245,Arizona,3/4/1984,6,
A.Burton,74,325,Temple,7/11/1983,4,
J.Carter,72,205,Texas A&M;,9/15/1982,4,
G.Estandia,80,266,Nevada-Las Vegas,11/18/1982,5,
B.Ortega,76,250,Miami (Fla.),11/22/1981,3,
M.Flowers,75,240,Arizona,2/16/1992,2,CIN
J.Wright,73,201,LSU,12/31/1991,2,CIN
,72,185,Georgia Southern,1/12/1992,0,
,74,215,Bryant University,12/8/1991,0,
,76,335,West Texas A&M,6/20/1991,1,
L.Tuipulotu,73,305,Utah,8/3/1990,0,
C.Mosley,74,235,Alabama,6/19/1992,2,BAL
D.Ford,74,252,Auburn,3/19/1991,2,KC
J.Ward,71,193,Northern Illinois,7/18/1991,2,SF
J.Matthews,75,212,Vanderbilt,7/16/1992,2,PHI
,73,240,Cal Poly-S.L.O.,8/15/1991,0,SD
,75,250,Nevada,10/6/1991,0,SD
,71,210,Sacred Heart,2/25/1993,0,
,72,215,Texas A&M,11/19/1990,0,SD
,76,265,Albany,5/30/1992,0,KC
J.Clay,73,233,Wisconsin,1/4/1988,2,
O.Ross,77,315,Iowa State,9/27/1974,12,
D.Lutui,76,338,USC,5/5/1983,7,
D.Manning,71,212,Abilene Christian,8/9/1982,10,
W.Justice,78,317,USC,9/14/1984,8,
T.Howard,75,245,Texas-El Paso,7/14/1983,8,
R.McIntosh,74,242,Miami (Fla.),11/15/1982,8,
C.Jackson,73,210,Florida,3/6/1985,6,
R.Harper,73,205,Alabama,12/11/1982,10,CAR
S.Moss,68,185,Miami (Fla.),12/28/1983,6,
S.Wand,79,330,Northwest Missouri State,8/6/1979,8,
K.Mitchell,73,253,South Florida,10/10/1979,8,
J.Bridges,77,318,Southern Mississippi,4/19/1980,10,
L.Johnson,73,235,Penn State,11/19/1979,9,
O.Umenyiora,75,255,Troy,11/16/1981,12,
B.Cofield,76,303,Northwestern,3/19/1984,10,NYG
D.Peko,75,325,Michigan State,11/27/1984,10,CIN
J.Williams,72,237,Arizona State,6/14/1984,5,
B.Marshall,76,230,Central Florida,3/23/1984,10,NYJ
S.Tulloch,71,245,North Carolina State,1/1/1985,10,DET
W.Blackmon,72,204,Boston College,10/27/1984,9,WAS
S.Gostkowski,73,215,Memphis,1/28/1984,10,NE
L.Washington,68,192,Florida State,8/29/1982,9,
B.Graham,77,236,Deakin (Australia),11/2/1973,8,
J.Hanson,72,190,Washington State,6/17/1970,21,
H.Poteat,70,195,Pittsburgh,8/31/1977,10,
S.Lechler,74,237,Texas A&M,8/7/1976,16,HOU
L.Thompson,73,228,Tennessee,9/8/1987,1,
P.Sylvester,69,194,Florida A&M;,11/1/1988,1,
S.Tuimaunei,73,205,Oregon State,2/11/1988,2,
K.Tripp,78,276,Georgia,10/7/1987,2,
R.Winterswyk,76,258,Boise State,2/10/1987,1,
R.Lockette,74,211,Fort Valley State,5/21/1986,5,SEA
K.Adams,76,255,Purdue,1/19/1988,3,
Y.Yenga,73,231,Southern Methodist,11/11/1988,1,
M.Addison,75,260,Troy,9/6/1987,5,CAR
K.Adams,75,194,Texas-El Paso,9/4/1987,3,
R.Thenarse,73,210,Nebraska,8/2/1988,1,
T.Wade,70,190,Arizona,8/1/1989,4,NYG
B.Smelley,74,235,Alabama,4/20/1989,1,
K.Beachum,75,303,Southern Methodist,6/8/1989,4,PIT
E.Baker,68,210,Michigan State,6/1/1991,1,
C.Johnson,75,260,Virginia,5/24/1990,3,CLE
J.Hemingway,73,225,Michigan,12/27/1988,3,
C.Mace,75,287,Wyoming,12/22/1985,3,
J.Potter,73,219,Western Michigan,1/24/1990,2,
J.Bellamy,72,208,Louisville,5/18/1989,1,CHI
S.Moss,70,193,Miami (Fla.),6/1/1979,14,
N.Clements,72,205,Ohio State,12/12/1979,12,
D.Lewis,74,301,Miami (Fla.),3/1/1978,11,
M.Stroud,78,310,Georgia,6/25/1978,10,
R.Wayne,72,203,Miami (Fla.),11/17/1978,14,
K.Lucas,72,205,Mississippi,1/23/1979,9,
T.Steinkuhler,75,280,Nebraska,9/11/1985,1,
J.Westerman,74,257,Rutgers,2/21/1985,6,
J.Matthews,72,200,San Diego,7/19/1986,2,
L.Neal,71,255,Fresno State,12/27/1970,17,
T.Pestock,78,317,Northwest Missouri State,9/13/1984,3,
B.McDermott,72,201,Holy Cross,9/21/1986,1,
C.Cloherty,74,252,Brown,9/16/1987,5,
E.Guthrie,78,245,Iowa,2/10/1989,1,
J.Hardrick,79,320,Nebraska,5/30/1990,1,
J.McClain,73,245,Syracuse,7/25/1985,8,
P.Czech,77,210,Wagner,8/17/1986,2,
P.Carter,75,215,Louisville,2/6/1985,3,
J.Gumbs,70,210,Monmouth (N.J.),4/20/1988,1,
K.Hardy,72,182,The Citadel,4/27/1990,1,
A.Simmons,79,310,Arizona State,2/22/1987,1,
A.Tevis,75,234,Boise State,12/4/1988,1,
J.Thomas,71,205,Oklahoma State,10/24/1989,0,
J.Reitz,79,323,Western Michigan,8/24/1985,5,IND
S.Baker,72,209,Ball State,11/6/1988,2,
C.Kirksey,74,235,Iowa,8/31/1992,2,CLE
A.Malone,76,312,Troy,2/21/1982,4,
D.Daniels,74,190,Nicholls State,6/20/1988,1,
A.Coleman,73,254,Auburn,9/1/1986,3,
R.Cooper,76,230,Florida,9/9/1987,6,PHI
L.Asante,72,210,Nebraska,3/7/1988,4,OAK
A.Lane,78,265,Murray State,11/9/1987,4,
A.Quarless,76,252,Penn State,10/6/1988,6,GB
M.Palmer,77,252,Clemson,1/18/1988,6,
O.Hudson,77,330,Eastern Illinois,7/19/1986,2,
E.Stephens,75,255,Mississippi,2/17/1987,3,
R.Wolfe,74,210,Nevada-Las Vegas,11/23/1986,1,
B.Woods,72,245,Troy,1/22/1987,2,
T.Buckley,73,185,Alcorn State,8/19/1988,2,
B.Moore,75,305,Illinois,6/3/1980,10,
R.Bironas,72,208,Georgia Southern,1/29/1978,9,
B.Baer,70,194,Louisiana-Lafayette,1/30/1990,0,
Z.Potter,79,269,Nebraska,5/4/1986,4,
C.Benson,71,227,Texas,12/28/1982,8,
B.Edwards,75,214,Michigan,2/21/1983,9,
,71,231,Central Michigan,5/9/1991,0,
,75,210,Memphis,2/17/1989,1,
,74,250,Toledo,7/28/1991,2,TB
,70,190,Florida International,7/20/1992,0,
K.Goessling,72,210,Fresno State,4/22/1987,0,
,72,191,East Carolina,6/24/1991,0,
R.Brown,72,223,Auburn,12/12/1981,10,
A.Smith,76,217,Utah,5/7/1984,11,KC
,75,253,South Florida,7/16/1990,0,
,71,193,Fort Valley State,10/24/1988,1,
R.Moore,73,195,UCLA,2/11/1990,5,HOU
T.Young,71,174,Boise State,8/21/1989,2,
,71,200,Bowling Green State,7/21/1992,0,TB
,79,290,Clemson,2/10/1993,0,STL
,71,193,Florida Atlantic,9/23/1992,0,IND
,69,195,Brown,2/20/1991,1,
B.Reed,75,254,Arizona,2/28/1987,5,ATL
B.Ijalana,76,322,Villanova,8/6/1989,5,NYJ
L.Kendricks,75,250,Wisconsin,1/30/1988,5,STL
O.Franklin,79,320,Miami (Fla.),12/16/1987,5,SD
S.White,75,270,Minnesota,7/25/1979,5,
R.Curry,74,210,North Carolina,5/28/1979,8,
J.Cleveland,73,200,Houston,3/7/1988,1,
W.Grayson,76,302,Arkansas,8/29/1989,1,
L.Donnell,78,265,Grambling State,11/1/1988,3,NYG
M.Wilhoite,72,240,Washburn,12/7/1986,4,SF
G.Miller,75,302,Colorado State,1/29/1988,1,
T.Poots,74,214,Southern Utah,1/12/1988,1,
M.McFadden,73,235,South Carolina State,8/4/1986,1,
J.Taplin-Ross,75,225,Utah,3/26/1989,1,
I.Aaitui,76,307,Nevada-Las Vegas,1/25/1987,2,
K.Forbath,71,197,UCLA,9/2/1987,4,NO
C.Beasley,68,180,Southern Methodist,4/26/1989,4,DAL
,76,229,Cornell,8/25/1991,0,
,77,250,Vanderbilt,9/4/1990,0,
T.Benford,71,198,Tennessee Tech,9/7/1989,1,
T.Glover-Wright,72,175,Utah State,6/28/1992,1,IND
M.Hagens,71,250,Miami (Fla.),6/28/1992,0,
,72,202,Arkansas State,3/26/1991,0,
F.Martino,72,195,North Greenville,9/7/1991,1,
,74,206,Nebraska,5/22/1990,2,SEA
G.Boldewijn,76,220,Boise State,2/14/1991,0,
,75,250,Hawaii,5/30/1991,0,
N.Eguae,75,269,Auburn,8/15/1991,0,
I.Scott,75,315,Florida,11/8/1981,7,
J.Johnson,71,275,Western Kentucky,9/4/1980,7,
O.Mughelli,73,250,Wake Forest,6/10/1980,9,
B.Wade,70,195,Arizona,2/25/1981,8,
R.Pontbriand,74,255,Rice,10/1/1979,9,
A.Franklin,73,320,Tennessee,8/27/1980,11,
T.Pashos,78,325,Illinois,8/3/1980,10,
J.Williams,74,238,Stephen F. Austin St.,7/6/1989,2,
J.Nelson,71,190,Oklahoma,5/6/1988,2,
A.Gaitor,70,182,Florida International,10/9/1988,4,
S.Bannon,75,245,Yale,4/20/1989,2,
M.White,76,264,Florida State,11/25/1987,3,
A.Allen,73,223,Georgia Tech,8/6/1988,2,
J.Krause,71,190,Vanderbilt,1/18/1992,1,PHI
T.Williams,74,223,Stanford,6/30/1980,8,
T.Carter,72,185,Auburn,9/21/1979,8,
A.Davis,73,200,Virginia Tech,6/12/1979,9,
C.Pitts,76,308,San Diego State,6/26/1979,9,
C.Portis,71,219,Miami (Fla.),9/1/1981,9,
E.Thomas,73,225,Troy,11/11/1991,0,
D.McDonald,72,220,California (PA),6/10/1990,2,OAK
,71,225,Alabama State,1/8/1993,2,CLE
C.Barnett,74,317,Oklahoma State,10/7/1991,1,
R.Schraeder,79,300,Valdosta State,5/4/1988,3,ATL
D.Campbell,74,255,Maryland,6/27/1989,0,
D.Russell,71,212,Georgia State,8/4/1990,0,
A.Replogle,75,294,Indiana,10/10/1990,2,ATL
M.Moore,72,183,Northern Illinois,11/2/1990,0,
,78,301,Michigan,11/15/1990,2,DEN
A.Foster,73,227,Tennessee,8/24/1986,7,HOU
D.Clark,74,245,Illinois,5/9/1977,12,
M.Tauscher,75,320,Wisconsin,6/17/1977,11,
K.Houser,74,252,Ohio State,8/23/1977,11,
P.Williams,73,204,Colorado,1/13/1986,3,
R.Ventrone,70,200,Villanova,10/21/1982,10,
R.Evans,69,187,Fresno State,8/28/1990,0,
C.Draft,71,234,Stanford,2/26/1976,13,
L.Reynolds,73,240,Virginia,11/3/1990,3,CHI
T.Palmer,71,178,North Carolina State,2/20/1990,1,
T.Jamison,75,287,Michigan,2/26/1986,7,
M.Koenen,71,198,Western Washington,7/13/1982,11,
Q.Porter,72,205,Stillman,2/2/1986,2,
E.Arceneaux,74,215,Alcorn State,9/17/1987,2,
N.McDonald,76,305,Grand Valley State,6/27/1987,4,
T.Knicky,76,252,Stephen F. Austin St.,1/1/1988,1,
A.Joseph,74,240,Temple,7/6/1988,2,
C.Campbell,77,327,Eastern Illinois,9/22/1986,3,
K.Heard,78,341,Memphis,10/17/1985,3,
C.Ihenacho,74,255,San Jose State,5/28/1988,2,
J.Russell,75,260,Wake Forest,7/11/1987,1,
,77,315,Auburn,5/4/1992,0,HOU
,76,243,Mississippi,2/16/1992,0,HOU
B.Ratliff,76,224,Utah,8/8/1985,6,
J.Trusnik,76,252,Ohio Northern,6/6/1984,9,MIN
,76,235,Bowie State,1/16/1992,0,CHI
,76,301,Toledo,4/23/1992,0,HOU
,78,305,Appalachian State,6/5/1992,0,HOU
,77,252,South Florida,11/15/1991,0,
H.Nakamura,70,205,Cincinnati,4/18/1986,6,
L.Hilliard,71,235,Montana,7/30/1984,5,
P.Garcon,72,216,Mount Union,8/8/1986,8,WAS
M.Hart,69,206,Michigan,4/9/1986,3,
A.Studebaker,75,255,Wheaton,9/16/1985,8,IND
J.Mays,71,244,North Dakota State,7/6/1985,8,SD
D.DePalma,71,192,West Chester,7/21/1989,1,
E.Baldwin,74,260,Michigan State,8/25/1986,3,
M.Flynn,74,225,LSU,6/20/1985,8,NO
M.Johnson,78,304,Alabama,4/2/1987,4,
R.Curran,71,230,Georgia,11/10/1988,3,
T.Price,73,195,Ohio U.,10/8/1987,5,
A.Edwards,71,190,Appalachian State,3/8/1988,5,
A.Roberts,71,187,The Citadel,1/9/1988,6,WAS
E.Decker,75,214,Minnesota,3/15/1987,6,NYJ
B.Ghee,72,200,Wake Forest,6/6/1987,6,
J.Graham,79,265,Miami (Fla.),11/24/1986,6,SEA
T.Moeaki,75,252,Iowa,6/8/1987,6,ATL
S.Lauvao,75,315,Arizona State,10/26/1987,6,WAS
J.Baker,75,244,Northwest Missouri State,12/25/1986,3,
B.Favre,74,222,Southern Mississippi,10/10/1969,20,
B.Dombrowski,77,323,San Diego State,4/3/1985,4,
D.Tapp,73,270,Virginia Tech,9/13/1984,10,DET
T.Jackson,74,225,Alabama State,4/21/1983,10,SEA
M.Tolbert,69,250,Coastal Carolina,11/23/1985,8,CAR
A.Whitworth,79,330,LSU,12/12/1981,10,CIN
C.Chester,75,303,Oklahoma,1/12/1983,10,ATL
D.Hester,71,190,Miami (Fla.),11/4/1982,10,ATL
R.Marshall,71,198,Fresno State,12/12/1984,9,
J.Trueblood,80,320,Boston College,5/10/1983,8,
M.Jones-Drew,67,210,UCLA,3/23/1985,9,
T.Scheffler,77,255,Western Michigan,2/15/1983,8,
T.Jennings,68,185,Georgia,12/24/1983,10,
E.Wilson,70,200,Illinois,8/17/1980,8,
N.Barnett,74,228,Oregon State,5/27/1981,11,
V.Hobson,72,254,Michigan,2/3/1980,7,
D.White,74,273,Louisville,10/19/1979,7,
D.Florence,72,200,Tuskegee,12/19/1980,12,
C.Kelsay,76,263,Nebraska,10/31/1979,10,
C.Redding,76,318,Texas,11/15/1980,13,ARI
N.Burleson,72,198,Nevada,8/19/1981,12,
C.Lowry,71,200,Penn State,2/13/1983,4,
D.Bing,74,230,USC,9/10/1984,5,
M.Robinson,73,240,Penn State,2/6/1983,9,
M.Jean-Gilles,75,320,Georgia,11/19/1983,6,
O.Daniels,75,245,Wisconsin,11/9/1982,10,DEN
E.Smith,73,207,Michigan State,3/17/1983,7,
G.Wilkinson,75,231,Georgia Tech,4/5/1983,6,
W.Reid,70,192,Florida State,9/19/1982,4,
Bra.Smith,74,213,Missouri,12/12/1983,9,
M.Brisiel,77,310,Colorado State,3/14/1983,6,
J.Charleston,76,265,Idaho State,1/19/1983,6,
C.Taylor,72,224,Indiana,11/7/1983,5,
A.Alabi,77,315,Texas Christian,2/16/1981,5,
F.Omiyale,76,315,Tennessee Tech,11/23/1982,8,
W.Britt,80,320,Alabama,11/21/1981,4,
G.Sensabaugh,73,212,North Carolina,6/13/1983,8,
M.Boley,75,230,Southern Mississippi,8/24/1982,9,
L.Tynes,73,194,Troy,5/3/1978,10,
J.Feely,70,208,Michigan,5/23/1976,14,
L.Patterson,76,295,Texas A&M;,9/19/1987,1,
D.Mims,80,350,Virginia Union,5/18/1988,1,
C.Gantt,77,260,Michigan State,12/31/1987,1,
B.Bair,78,290,Oregon,11/24/1984,3,PHI
A.Froman,76,220,Louisville,12/18/1987,1,
A.Kamara,73,240,Temple,2/2/1988,1,
K.Durham,77,215,Georgia,3/17/1988,4,
,74,309,Northern Iowa,1/18/1992,0,ARI
,75,250,Montana,8/8/1992,0,ARI
,73,220,Tennessee,7/2/1992,0,MIA
,72,237,Penn State,5/25/1991,0,MIA
,73,205,RPI,1/11/1993,0,MIA
A.Exum,72,219,Virginia Tech,2/27/1991,2,MIN
A.Adams,72,310,Penn State,6/18/1980,9,
A.Boldin,73,220,Florida State,10/3/1980,13,SF
A.Davie,78,275,Arkansas,1/5/1983,1,
E.Cook,70,200,South Carolina,1/20/1988,4,
EJ.Henderson,73,245,Maryland,8/3/1980,9,
R.Mathis,73,195,Bethune-Cookman,8/27/1980,13,DET
D.Willingham,72,205,Tennessee,1/15/1987,2,
M.McDuffie,74,207,Florida International,7/31/1986,1,
R.Duncan,74,315,Pittsburgh,12/10/1986,1,
T.Conley,75,215,Idaho,8/29/1985,2,
A.Holmes,74,289,North Carolina State,3/25/1986,1,
J.Vaughan,72,225,Richmond,12/3/1986,4,
I.Kitchen,73,330,Kent State,8/24/1988,4,NE
A.McClain,77,336,Clemson,12/6/1989,2,
N.Jean-Baptiste,73,330,Baylor,3/8/1989,1,
D.Goda,74,218,Slippery Rock,5/5/1989,1,
D.Graham,69,188,Syracuse,9/20/1989,1,
O.Brown,71,195,Marshall,6/6/1988,3,
,77,300,Illinois,6/4/1989,1,
B.Westbrook,70,201,Salisbury State,12/26/1984,5,
R.Moulton,71,184,Fort Valley State,11/6/1980,2,
C.Vincent,73,218,Oregon,9/2/1981,2,
R.Wright,69,181,Fresno State,11/28/1979,0,
K.Kosier,77,305,Arizona State,11/27/1978,10,
C.Massey,72,237,Marshall,8/21/1979,10,
B.Keisel,77,285,Brigham Young,9/19/1978,13,
M.Butterworth,79,304,Slippery Rock,1/7/1985,2,
E.Heitmann,75,312,Stanford,2/24/1980,9,
R.Brock,76,274,Temple,6/10/1978,10,
D.Curtis,69,211,Arkansas,5/8/1990,1,
B.Irvin,75,260,West Virginia,11/1/1987,4,SEA
M.Tyler,71,226,USC,9/27/1988,1,
D.Shead,74,220,Portland State,6/28/1988,4,SEA
,78,305,Ohio State,10/26/1989,1,
A.Jacobs,74,300,Minnesota,11/16/1988,1,
D.Harris,75,306,USC,1/24/1989,2,
J.Jarrett,77,265,Arizona State,3/28/1990,0,
N.Cooper,70,249,Winston-Salem State,4/9/1989,1,
D.Batiste,76,314,Louisiana-Lafayette,3/29/1982,9,
A.Hall,71,241,Texas,11/13/1979,6,
,76,305,Penn State,2/8/1990,1,
Z.Sudfeld,79,260,Nevada,4/18/1989,3,NYJ
,75,300,Kent State,12/29/1989,3,NE
,71,190,Akron,10/8/1990,0,
C.Grissom,74,316,South Florida,6/9/1990,2,
B.Jones,73,187,Rutgers,11/2/1989,1,
S.Morris,68,186,Penn State,1/12/1991,0,
C.McDonald,77,298,Michigan State,11/13/1989,0,
,71,204,Missouri,10/14/1990,1,
B.Lang,75,266,Troy,6/18/1986,1,
C.Johnson,70,195,West Texas A&M;,5/1/1986,1,
R.Otterson,77,291,Wyoming,11/29/1986,2,
T.Simmons,69,182,Minnesota,1/18/1987,2,
B.Walters,72,195,Cornell,11/4/1987,2,JAC
J.Williams,72,206,Tulane,1/23/1987,1,
K.Wilson,72,230,South Florida,10/24/1986,4,
C.Kluwe,76,210,UCLA,12/24/1981,9,
L.Weaver,72,250,Carson-Newman,9/23/1982,6,
S.Young,80,320,Notre Dame,6/24/1987,6,JAC
D.Karim,68,209,Southern Illinois,11/18/1986,3,
G.Hardy,77,280,Mississippi,7/28/1988,5,DAL
R.Smith,77,226,Florida Atlantic,1/28/1987,5,
C.Mitchell,74,211,South Florida,4/6/1988,5,
A.Moats,72,246,James Madison,3/14/1988,6,PIT
S.Schillinger,72,200,Montana,5/22/1986,4,
B.Bowden,75,202,Virginia Tech,5/21/1987,2,
A.Dixon,73,233,Mississippi State,9/24/1987,6,BUF
D.Morris,74,253,Louisiana Tech,2/15/1987,2,
,73,233,Brigham Young,12/28/1987,1,NYG
A.Rodgers,74,225,California,12/2/1983,11,GB
F.Washington,71,175,Nebraska,6/9/1983,7,
M.Spears,76,315,LSU,3/8/1983,9,
A.Barron,80,315,Florida State,9/28/1982,8,
M.Clayton,70,190,Oklahoma,7/2/1982,7,
M.Jones,78,222,Arkansas,4/22/1983,5,
T.Johnson,75,311,Florida State,4/26/1982,6,
M.Williams,77,235,USC,1/4/1984,5,
J.Paul,73,190,Central Connecticut State,11/14/1988,1,
J.Jackson,76,325,Delaware State,5/8/1980,9,
R.Burkhead,70,210,Nebraska,7/2/1990,3,CIN
B.Rambo,72,211,Georgia,6/27/1990,3,BUF
R.Hood,71,201,Auburn,10/3/1981,9,
B.Jenkins,74,254,Florida State,2/9/1990,2,
T.Williams,76,262,Florida International,5/9/1991,3,SD
A.Ellington,69,199,Clemson,2/3/1989,3,ARI
K.Davis,70,227,Arkansas,10/5/1991,3,KC
S.Porter,73,242,Texas A&M,1/12/1991,3,
S.Taylor,69,216,Stanford,6/9/1991,3,ARI
S.Williams,70,185,California,3/7/1991,3,SD
D.Scott,75,302,Ohio State,10/25/1981,7,
R.McMahon,77,284,Florida State,5/11/1988,1,
K.Smith,71,191,McNeese State,3/20/1980,6,
S.Locklear,76,310,North Carolina State,5/29/1981,10,
E.Jones,75,260,Texas,1/11/1988,1,
D.Hill,74,310,California,7/16/1988,1,
E.McGee,75,210,Illinois,1/23/1988,2,
S.Moore,70,202,Southern Methodist,2/3/1990,5,TB
C.Clay,72,193,Texas Christian,10/13/1988,1,
R.Neal,71,220,Tennessee,3/28/1992,1,
C.Hope,72,208,Florida State,9/29/1980,12,
,78,257,Alabama,2/27/1992,1,
,75,320,Central Florida,5/31/1992,1,
,75,255,Toledo,11/11/1991,2,GB
,74,313,North Carolina State,6/30/1992,0,
,75,291,Tennessee,4/26/1992,2,ATL
T.Metcalf,76,310,Mississippi,1/28/1978,9,
J.Perillo,75,250,Maine,1/5/1991,2,GB
L.Perkins,67,195,Mississippi State,9/18/1990,0,
D.Love,76,315,Arkansas,3/7/1988,3,
C.White,75,238,Mississippi State,1/15/1989,5,
L.Wilson,73,229,Connecticut,11/16/1987,1,
R.Whalen,73,200,Stanford,7/26/1989,4,
Ch.Brown,71,190,Texas,12/26/1986,5,
P.McPhee,75,275,Mississippi State,12/17/1988,5,CHI
C.Carter,73,240,Fresno State,4/6/1989,5,BAL
D.Kilgore,75,308,Appalachian State,12/18/1987,5,SF
J.Navarre,75,279,Maryland,3/16/1987,3,
M.Raymond,73,202,South Florida,9/7/1987,4,
Q.Sturdivant,73,241,North Carolina,12/5/1988,1,
C.Wallace,76,296,Texas A&M,11/26/1984,6,PIT
C.Newton,74,310,Tennessee State,3/20/1986,4,
J.Reeves,67,176,Iowa State,9/15/1989,1,
G.Reid,68,190,Florida State,9/8/1990,0,
M.Smith,73,220,New Mexico,1/11/1985,3,
,74,222,Wisconsin,10/7/1989,2,
H.Muamba,72,242,St. Francis Xavier (Canada),2/23/1989,2,
,72,190,Texas Southern,3/3/1990,0,
D.Munoz,71,219,Rutgers,7/10/1986,1,
W.Dressler,67,179,North Dakota,6/14/1985,1,
W.Franklin,72,210,Missouri,10/13/1985,2,
,72,185,Fordham,9/14/1990,1,
C.Hovan,74,296,Boston College,5/12/1978,11,
B.Bogotay,75,207,Georgia,5/8/1989,1,
J.Boyd,74,225,Oregon,5/26/1986,3,
J.Lewis,71,245,Tennessee,8/26/1979,10,
S.McKinney,75,310,Texas A&M;,6/12/1979,8,
T.White,72,235,Howard,4/14/1981,10,
J.Thompson,76,260,Wake Forest,10/9/1985,2,
J.King,71,197,Penn State,5/11/1987,5,
T.Branch,72,210,Connecticut,12/11/1986,8,KC
C.Banjo,70,207,Southern Methodist,2/26/1990,2,GB
B.Gideon,73,205,Texas,7/25/1989,1,
M.White,73,199,Texas Christian,12/5/1983,4,
Z.DeOssie,76,249,Brown,5/24/1984,9,NYG
L.Harris,75,303,North Carolina State,6/6/1984,7,
R.Robinson,69,179,Miami (Ohio),11/4/1984,3,
M.Ramirez,75,325,Texas Tech,2/19/1983,9,DET
B.Atkins,76,265,Miami (Fla.),9/28/1984,3,
